review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R25T0Z68OP2SNA,B08B951D35,5.0 out of 5 stars Excellent value!,Ronald B,5,It paired to my galaxy s23 1st try and right away. Great sound for it's size. I am pleased,"Reviewed in the United States June 6, 2024",AG6FCYUMGZ2DJR25F5EZYYSWSODA,True,0,Color: Black & BrassStyle: Emberton II
R1EO1CJOX607YT,B08B951D35,5.0 out of 5 stars Emberton,Alfredo,5,"Excelente producto, calidad de sonido y potencia. Resistencia al agua y golpes.","Reviewed in the United States June 8, 2024",AFLHLWMBN4IQJKODGXJKJZ3PQYFQ,True,0,Color: BlackStyle: Emberton
ROLJA7VPEL167,B08B951D35,"4.0 out of 5 stars Good for now,",David L. Hadley,4,"Nice so far, very small, but good sound, take it to the beach","Reviewed in the United States May 15, 2024",AGZUKZUQG7SIWZQ7TSDNMXPR3L6A,True,0,Color: BlackStyle: Emberton
R5DT8E1XI9G59,B08B951D35,5.0 out of 5 stars Espectacular,Rodrigo Cabruja,5,Sonido nítido y potente,"Reviewed in the United States June 11, 2024",AHSTK2W6KM7U3XR4CSJP7QZYDUNA,True,0,Color: Black & BrassStyle: Emberton II
R2KQC0WCJGAVWK,B08B951D35,5.0 out of 5 stars Works as advertised.,Steve Flatt,5,Best sound for the size and price.,"Reviewed in the United States June 7, 2024",AHZWVV3F2LUUSXTQQXMEGK7A3CFQ,True,0,Color: Black & BrassStyle: Emberton II
R2V510U905A56Y,B08B951D35,5.0 out of 5 stars Excelente,JAIME MACEA,5,Excelente,"Reviewed in the United States June 13, 2024",AGBO2D6QRBZREJT3TURZWFWNO3QQ,True,0,Color: Black & BrassStyle: Emberton II
R1HZM4JL4AMJRY,B08B951D35,4.0 out of 5 stars I wanted to love it more than I do.,Sheri,4,"Me and Marshall go way back, so when I was searching for a portable speaker, I kept coming back to this one. Even though my daughter kept telling me to get a JBL.I love the look of this little Marshall, classic! But, I probably should have listened to my daughter.The sound is decent to good. There is no ability to toggle any sort of EQ. So the sound you hear, is the sound you get. The thing that I like least about this speaker is the function button. There is only one that you depress in N,S,E, and W for different abilities, but it is loose. It wobbles around like a loose tooth. I would prefer a nice tight button that snaps in each direction. This has caused me to slip and call the wrong function and it just feels wrong.","Reviewed in the United States January 15, 2024",AFO4OED23PFDXX3AFKZ2T2DRXWIQ,True,2,Color: Black & BrassStyle: Emberton II
R1PKWJ1ZABTB2S,B08B951D35,"5.0 out of 5 stars Love, love, love, and love...",Su Doki,5,"So good, I bought two instead of one Marshall Middleton. As wanted, I pair them together to get surround sound, smaller size, and save about $50. Although I own two pairs of Marshall headphones which I'm taking with me to Heaven, at that time - it took awhile for me to commit to buying the speakers. That's because I already own a pair of off-brand Bluetooth speakers that sound so much better and lasts many hours longer than more expensive Beats, Bose, Sony, etc. They have all the other bells-and-whistles specifications, including USB-C, rapid charging, 20+ hours playtime and only cost $30 each. The seller stopped selling them on Amazon.Emberton II was a huge jump in price. The difference from Emberton I - is it will pair with other Marshall speakers. But only the latest models like the Middleton or more Emberton IIs. Also, the Emberton II has a grain texture finish. The hardest part about buying Marshall products is knowing if you actually got authentic products. Knock-offs provide knock-off quality and it hurts the reputation of genuine products with bad reviews. I won't describe the differences in great details. The box is printed on all sides that spills over to other sides. It looks and feels real money, very expensively printed. Inside packaging and booklets too. The speaker is very well crafted down to the smallest details and feels solid. The grills are finished very well, individually, without any rough edges or mistakes and so is the Marshall signature emblem. Look closely.The Emberton II sound quality is phenomenal for all music genres. It's a work of art pumping out sound, spatially separating all the tracks of instruments and voices, to hear them together in one song. This is studio quality at a reasonable price. It exceeds my $30 pair, which already beat-out all the other more expensive speakers, in the only way it could. I heard sounds playing in music I've heard so many times, I can replay it verbatim in my head. Some folks might scoff at this price point comparison. But if I'm completely satisfied at $30 or $170 - no one can entice me to spend $1500 or $15,000 I can afford to pay too. I might purchase more Emberton II's to install wireless speakers throughout the house. For now, I'm pretty satisfied.","Reviewed in the United States March 29, 2023",AFG3MMBXL5ODHUR3EXHWYGOHLNXA,True,22,Color: Black & BrassStyle: Emberton II
R2ZEE7MB12Q04N,B08B951D35,5.0 out of 5 stars You Complete Me,James,5,"Size really doesn't matter, and in the world of speakers, it's the sound that counts, not the inches! Traveling 90% of the time, I was tired of jamming things in my ears or feeling like I had a sauna on my head with over-ear headphones.I've tested the heavy hitters – B&O, Sonos, Bose, Megaboom (more like Mega Joke), Anker – and had almost thrown in the towel. Then a friend introduced me to the Marshall Emberton II Portable Bluetooth Speaker, claiming it's as good or better than his fancy B&O speaker, but less than half the price.Now, when I saw the Marshall speaker's price tag at $128.00, I hesitated. I mean, I've been forking out $250.00 and more for other speakers. But curiosity got the better of me, and boy, am I glad it did! The Marshall speaker not only shattered my expectations with its deep bass and distortion-free music, even at volumes that could make my ears bleed. I'm a convert and already planning to surround myself with more of these pocket-sized wonders!Cheers,","Reviewed in the United States January 27, 2024",AEWYYN4J3I3I5IIF5QNOBAF4GYIQ,True,5,Color: Black & BrassStyle: Emberton II
RTQYY7Z98QWSV,B08B951D35,5.0 out of 5 stars Exceedingly cool great sounding lil speaker. I love it fo realz,Brian l Howlett,5,"The toggle n mode is perfect, it’s intuitive and makes the whole thing enjoyable","Reviewed in the United States June 2, 2024",AGFQS7B7NF2QNBNV6RMNLXXE67UA,True,0,Color: CreamStyle: Emberton II
R2Y588KB1MCI84,B08B951D35,4.0 out of 5 stars Pretty good,Vinayak,4,I bought this and the Bose Flex Soundlink.Performs well and has good battery life.I liked Bose better because it does bass better.Although this one has stereo sound,"Reviewed in the United States April 16, 2024",AE4VNA3F4ZNVLIIB76CNWNQONOQA,True,0,Color: Black & BrassStyle: Emberton II
R3JDJDHBR2M32O,B08B951D35,5.0 out of 5 stars Excellent,Byron,5,Smaller than expected but excellent sound quality,"Reviewed in the United States June 1, 2024",AE24FBGGEIGF5WKN5MJ52UGCVGCQ,True,0,Color: Black & BrassStyle: Emberton II
R3EZH9NT28ZTNZ,B08B951D35,4.0 out of 5 stars It will be better if it has a 3.5mm as well.,msa1906,4,It will be better if it has a 3.5mm as well.,"Reviewed in the United States May 6, 2024",AGLJIBSQCQSDN2TD4JKJ26ZKDM6A,True,0,Color: BlackStyle: Emberton
R33VZ7N9KCJGPZ,B08B951D35,5.0 out of 5 stars Mucho power por un precio más que razonable,"Que buen parlante, y definitivamente superior a otras opciones dentro del mismo rango de precios. Llegó antes de lo esperado y en muy buenas condiciones.",5,"El mejor parlante dentro de ese rango de precios, su batería, su sonido y calidad de materiales son los mejores.","Reviewed in the United States May 27, 2024",AF7CNY4WMMZJSECLOCK3E3WQME3A,True,1,Color: Black & BrassStyle: Emberton II
RAP266654QW8Y,B08B951D35,5.0 out of 5 stars Yes,Apple,5,Nice,"Reviewed in the United States June 9, 2024",AHWEW3WE3EODOHSYNNDZXRLJYMSA,True,0,Color: Black & BrassStyle: Emberton II
R2034GQNGUMRM3,B08B951D35,5.0 out of 5 stars Awesome,Richard T. Burrowes,5,Love the sound quality and form factor,"Reviewed in the United States June 3, 2024",AHXZNMYTLDHLTX2ZRAI43P233K4A,True,0,Color: Black & BrassStyle: Emberton II
R1EBBL0CPIRTBO,B08B951D35,"5.0 out of 5 stars Battery life, Sound quality, Value for money, Ease of use, Portability",Kindle Customer,5,"The speaker delivers an impressive audio experience with its stunning sound quality and appearance. The batteries are long-lasting, and despite its compact size, it definitely pleases with its loud output.","Reviewed in the United States May 13, 2024",AHAIRMJZEI44DJPU2SXHQSVVLOAA,True,4,Color: Black & BrassStyle: Emberton II
R1B04W9LW6SVNP,B08B951D35,3.0 out of 5 stars Love it but it doesn't love Androids.,Michele,3,"Android users, just say no. The sound is very good and it feels like a heavy well built product. I bought this for my husband who will only ever buy an Android phone...but this device does not work with an Android.He is keeping it because he can use it with his computer, but he is disappointed. He has a Marshall amp for his guitar. He loves Marshall.I just checked the stats...worldwide there are 3 billion Android devices to 1 billion iPhone. Seems like plenty of reason to get the app fixed so Android users can use their beloved Marshall.","Reviewed in the United States June 18, 2024",AEZNRFDHGOAASFMLKAKXZMN6ZXDA,True,1,Color: Black & BrassStyle: Emberton II
RMRLGM7D7ACAT,B08B951D35,4.0 out of 5 stars It’s great!,Elke,4,"The only con is that although my phone is hooked up to the unit, I cannot receive calls through the Bluetooth device. It says that I am hooked up to it. Otherwise, I love it!","Reviewed in the United States April 6, 2024",AH2IP7DXKCNR2OEXKRQUFJT5626A,True,0,Color: BlackStyle: Emberton
R22F90P3TQX4R0,B08B951D35,4.0 out of 5 stars CONFIABILIDAD,Gerardo,4,"NO ES EL SONIDO MAS POTENTE, PERO SI EL MAS FIEL","Reviewed in the United States April 16, 2024",AEPN6Y6W4MTKQIRHXQKHCKWINQRA,True,0,Color: BlackStyle: Emberton
R2ZNZMLUNSKKF8,B08B951D35,4.0 out of 5 stars MARSHALL EMBERTON,Paolo Nolasco,4,"It's fine, thank you 😊","Reviewed in the United States April 21, 2024",AHSEGYVYY4TN56LOPXVI5V52U4KA,True,0,Color: BlackStyle: Emberton
R3TZH15Z0T0Y05,B08B951D35,"3.0 out of 5 stars No mic hence no speakerphone capabilities, dealbreaker",Marcos Trujillo Cue,3,"This item is an exceptional piece of technology, the sound is crystal clear and powerful, the interface is simple and effective, and the build is rock solid. But alas! It's got no mic hence no speakerphone capabilities! This means that if someone calls you (or you want to interact with your phone at all through voice) you will have to get your rear end to your phone and do it through the phone which will sound like a motherboard speaker after listening to the Marshall. Remember you have an HD sound device connected to your phone literally in your hand.If this was a purposeful decision by the design team then they really messed up what could have been a perfect product. I wonder what was going through their minds. For me, this is a deal breaker.","Reviewed in the United States May 8, 2024",AEFTZUX5AGZGN3JC3VA64W7ZLZJA,True,0,Color: Black & BrassStyle: Emberton II
R32LHM39Q3WO3C,B08B951D35,3.0 out of 5 stars Very disappointing features,Persio Bernard,3,"The quality of the speaker is great, very elegant and it sounds beautiful. However, compared to other speakers I have bought, this does nothing but just Bluetooth play. I am very disappointed because I was under the impression that it would play from SD card, USB port, and auxiliary port. Other speakers cost less, have those features, and sound as good.","Reviewed in the United States June 30, 2024",AGLEIFL4RVFBRHCYS2K5JE6NRUIA,True,1,Color: CreamStyle: Emberton II
R1J6Z98WSUIRZ4,B08B951D35,4.0 out of 5 stars Great - with a few caveats,TJ,4,"This is an amazing speaker with excellent sound quality that surpassed expectations and competitors. The lower rating is due to the speaker's inability to go to a really low volume that I wanted for it to be a low key speaker for the bedroom. Also, Marshall allows pairing of speakers to play the same sound, or in stereo, but that apparently is only for when you have two of the same speakers. I have one of their larger speakers that I love, so I was very disappointed that their app doesn't allow pairing of two of their speakers that aren't identical. If you don't care about really low volume music or pairing with a different Marshall speaker, I can't recommend this more highly.","Reviewed in the United States December 4, 2023",AGQUN3KJYYOJNSILZUNTYO2M6FBA,True,2,Color: Black & BrassStyle: Emberton II
RCQI1QORYQPEO,B08B951D35,5.0 out of 5 stars Amazing sound quality,stgecko,5,I haven't found anything to dislike. Sound is very good and it's surprising given its small footprint.This gets nothing but accolades as it's a wonderful product!,"Reviewed in the United States May 5, 2024",AFBN42PFYWZSB4S4PFOO2U5U5MDQ,True,0,Color: Black & BrassStyle: Emberton II
REVTATKYHQ0Z,B08B951D35,"4.0 out of 5 stars Great little speaker, besides one thing...",Andy Wang,4,"Love everything about this speaker, from the looks to the sound, but the only thing I'm not super fond of is how finnicky it is to turn on and off (mostly off). If you don't press the button straight down, it won't do anything. Seems like it takes about 5 seconds to turn on and off when you do hold the button down correctly. Other than that, I'm a fan.","Reviewed in the United States January 25, 2024",AEIGYDTUBA557DZPAZWM7K55EL2Q,True,0,Color: BlackStyle: Emberton
R1A8IUL46KUOFF,B08B951D35,"4.0 out of 5 stars Sound great, but...",paulthehockeyguy,4,"Love the big sound out a small speaker, my only problem with this product is it auto connects to more than one device. I still use an Ipod for most of my music as I own a substantial library. So I connect to the Ipod and it still auto connects to my phone, which I do use for some streaming music. I don't necessarily have a problem with the ability to connect to more than 1 device at the same time, but I don't like it auto connecting to my phone while playing my Ipod. I can go into the phone's settings & disconnect, so it's a minor inconvenience, but still an inconvenience.","Reviewed in the United States December 14, 2023",AFQF2VU2LPAVUXV6PS6RUX55B4KQ,True,0,Color: BlackStyle: Emberton
R10HG0NYCX0GCR,B08B951D35,5.0 out of 5 stars Nice piece of hardware with good musicality,Amazon Customer,5,"Very good full bodied sound. It feels much bigger than it is. It has enough gut to fill mid to big room with qualitative sound. Very enjoyable listening.Though, the companion app is almost useless, doesn't have equalizer and doesn't work on Android 14.","Reviewed in the United States April 28, 2024",AHICPKVUPDJ54A4H4GZAPWFLQIGA,True,2,Color: Black & BrassStyle: Emberton II
R29LHPP9UGMZI5,B08B951D35,5.0 out of 5 stars The quality we’ve come to expect from Marshall,chad,5,"It’s rare for me to spend this kind of money on any Bluetooth type device simply cause it’s usually impossible to justify such an expenditure when there are so many other more important expenses. However a dude that tried & got dealt the friend card before I came along to my gf left this exact Marshall bt speaker in her car, & I understood why he was hounding her for it back. So even though he loathed me for landing the girl, I made it a point to return his speaker to him & ordered one of my very own immediately after. Yea, I coulda just kept his, but after hearing that thing I instantly knew & understood how much he valued that speaker. Also knowing it was worth the money I really didn’t mind just buying one for me. Hopefully this little story can convey how highly I rate this speaker. Maybe Bose is it’s only real competition, but they ugly compared to this one. All the other brands this thing smokes. Hope this helps someone out there.","Reviewed in the United States November 23, 2023",AGLK7R4BGMKAQB7JQOFFCN4ILX4Q,True,6,Color: CreamStyle: Emberton II
R35WZDEM2RPZXI,B08B951D35,"5.0 out of 5 stars Very good sound, and looks amazing!",Bernardo,5,"I bought this as a gift for my girl, and she likes it so much. This one has very vintage look, and the material feels high level. I know this may not be very important for a speaker normally. But, this one can be a great decoration or fashion accessory.For the sound itself, it's decent, a little less detailed but very good overall balance. Recommend to anyone want good sound with style.","Reviewed in the United States March 15, 2024",AEDUFJXKS6VGH74SLESMA6E5KJOQ,True,2,Color: CreamStyle: Emberton II
R1C02YNB7OU6C4,B08B951D35,"5.0 out of 5 stars Looks, feels, sounds good.",Brit,5,"Not much to say. I looked up a lot of models and decided to try this based on the price and other reviews. I am very happy with it. Good battery, great texture, pretty good sound, and it's small.","Reviewed in the United States April 19, 2024",AEWCEBSPHESU4AD3BMKVW2LDBZJQ,True,1,Color: Black & BrassStyle: Emberton II
R35W0Q0S9QKE70,B08B951D35,5.0 out of 5 stars Potente!!,José,5,Buen sonido !!,"Reviewed in the United States May 23, 2024",AFVL23ADUQIQNLG26OC72LXHUCCA,True,1,Color: Black & BrassStyle: Emberton II
R30GB9JB1PEBXI,B08B951D35,4.0 out of 5 stars Is good quality,Terence Bland,4,Would like to return it.,"Reviewed in the United States March 26, 2024",AF2CJK6VBSCJQNNCSTR27G46VHBQ,True,0,Color: Black & BrassStyle: Emberton II
RBP1B3MFWSZ3T,B08B951D35,5.0 out of 5 stars Best portable speaker under 200$,will,5,I have zero complaints with it just wish I would have bought it sooner. Battery life is good based trouble. Bids are all there with plenty of volume for golfing discgolfing or casual use.,"Reviewed in the United States April 28, 2024",AGKFQUMAJTZPD5WLMNY4A5ZIFPOQ,True,0,Color: Black & BrassStyle: Emberton II
R3PHIWOV40LC64,B08B951D35,5.0 out of 5 stars Tamaño Vs Sonido,Daniel del Cid,5,"Lo uso para reuniones casuales en casa, siempre sorprende por su tamaño y calidad de sonido, los cumplidos son inevitables, una compra segura!","Reviewed in the United States April 29, 2024",AGD2HY3QR4KWLFPHXC3FSQ2YJKFQ,True,0,Color: Black & BrassStyle: Emberton II
R7LRKT98Q961C,B08B951D35,4.0 out of 5 stars El producto es bonito aunque esperaba que tuviera más potencia,Robert Murcia,4,El producto es bonito aunque esperaba que tuviera más potencia,"Reviewed in the United States March 19, 2024",AGSFC5UKDW7L7WPLNARVOLUXURCA,True,0,Color: Black & BrassStyle: Emberton II
R1WMO7FSGZQT65,B08B951D35,3.0 out of 5 stars Muted soundstage,Michelle Baptiste,3,"Overall soundstage is muted but I listen at low to mid volumes so it's not much of a concern.I purchased it primarily because of its aesthetics.Build-quality is beyond reproach.Love the compact design and solid feelNo regretsUPdate (07/24/'24)Recently, an annoying problem has surfaced: I have 2 Embertons and when in ""Stack"" mode, one would intermittently drop from ""Stack"" mode while the other would continue playing. I would then have to double-press the Bluetooth button on the non-playing speaker to reconnect to the ""Stack"" mode. I still love the sound and attractiveness of the Embertons but would have probably chosen different speakers had I been aware of this failing.","Reviewed in the United States May 5, 2024",AGT7VH5NE7GKJ5UMHKWZRHI3Z3RA,True,0,Color: Black & BrassStyle: Emberton II
R3FJVYHMZ5Z2OO,B08B951D35,5.0 out of 5 stars EMBERTON II hermoso,Gustavo M.,5,"Primera hora de funcionamiento y me ha gustado mucho, suena espectacular. Y para ser sincero, estéticamente es mucho más bonito que cualquier otra marca","Reviewed in the United States April 26, 2024",AHQLF35T74LU5XFF5ICJA4AHMIYQ,True,0,Color: Black & BrassStyle: Emberton II
RFCM63V0E9TPB,B08B951D35,5.0 out of 5 stars It ROCKS🤘,Kendal Q.,5,"Finally, found one that exceeds my expectations.... it's small, but mighty.","Reviewed in the United States May 6, 2024",AHVLFSE7VUYA4ZJNAWBDA7OEA4DA,True,0,Color: Black & BrassStyle: Emberton II
R9ICC9EBPHA8V,B08B951D35,5.0 out of 5 stars Great speaker,S Weaver,5,"I love the design of this speaker, though I did wish it had some kind of carrying handle. The sound is excellent for the size and the battery life is great. I bought it on sale but I do feel the regular price is a little on the expensive side. Even with that you can't go wrong with it.","Reviewed in the United States March 14, 2024",AHQR7IWX3VVZJOCDZETOR4GDEJVQ,True,0,Color: Black & BrassStyle: Emberton II
R3G0U79TR6ALGC,B08B951D35,5.0 out of 5 stars Buen parlante,Hector,5,"La calidad del sonido es regular, al subir el volumen la calidad se reduce considerablemente, la conectividad Bluetooth me ha resultado regular también, ya que a veces no ha conectado tan rápido a mis dispositivos, y la batería se descarga rápido, aunque cuando no uso el volumen muy alto porque pierde calidad. Sin embargo, por el costo creo que es una buena compra.","Reviewed in the United States March 11, 2024",AG7WVV3XKOAX6KPDW3HFRBS4YQVQ,True,0,Color: BlackStyle: Emberton
R1TZG9A69T7GBG,B08B951D35,5.0 out of 5 stars Wonderful little speaker well worth the money.,Amanda Travis,5,It came charged and it’s a wonderful speaker.,"Reviewed in the United States May 4, 2024",AG5LGJVZTNDPA7YFRPWX5SQSVC5Q,True,0,Color: BlackStyle: Emberton
R1NFYOF97A62O7,B08B951D35,5.0 out of 5 stars 70’s Rock,Amazon Customer,5,"I have a larger Marshall speaker that has great sound for a plug in Bluetooth speaker. I wanted a portable speaker with similar acoustics I could use on my deck and in my shop. I was surprised by the highs and lows this little speaker produces especially when listening to 70’s Rock. I Was always a Bose guy before, but I am sold on Marshall now!","Reviewed in the United States March 3, 2024",AF6ZVZXFYUC3DPLWTAVZWOH2DZFQ,True,2,Color: BlackStyle: Emberton
R3CHSQP61S8WW9,B08B951D35,5.0 out of 5 stars Freaking Amazing Speaker,Zzzzzzzzz!,5,"Just as impressive as my Marshall Stanmore II Wireless Bluetooth Speaker. I cannot say enough about this little guy. Although it’s quite smaller than my Stanmore II (something to be expected with a portable Bluetooth speaker), it still packs plenty of punch. I purchased this to pair with my Audio-Technica Sound Burger turn table, and it works perfectly. Pairing was super easy, and it’s everything you can expect from Marshall and more. All I can say is, “Wow!”","Reviewed in the United States February 16, 2024",AEIX5EO2T3ZMJYSJ7S3VT455CT5A,True,2,Color: Black & BrassStyle: Emberton II
R5FYFLAHY883V,B08B951D35,3.0 out of 5 stars Battery life sucks,Donato Jr,3,It's small like really small but packs a loud sound however the battery life isn't the best,"Reviewed in the United States June 29, 2024",AGEYDEPD664XVJEYEG5DV3SKY4QQ,True,0,Color: BlackStyle: Emberton
R171EQC1G76V5Q,B08B951D35,3.0 out of 5 stars Not the best sounding speaker,VILL,3,It sounds mid at best. Nice looking little speaker but the sound just isn't there. it's about the size of a stack of 5 Samsung galaxy s24+'s,"Reviewed in the United States June 12, 2024",AGS7BZG763RA4DZJV5MWAANUQMBQ,True,0,Color: BlackStyle: Emberton
